Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2416,14695411,Psychomachia,"2025-11-20 18:25:54",0.13713,11,psychomachia
2417,14947070,Spikecl,"2025-12-11 09:09:47",0.13716,1,spikecl
2418,14922385,"Jorge R. Gavillan","2025-12-07 23:15:46",0.13716,2,jorgergavillan
2419,14724240,"Lou SdC","2025-11-20 10:01:37",0.13719,5,lousdc
2420,15004237,hwaneee,"2025-12-21 07:36:55",0.13720,1,hwaneee
2421,14946617,"Levent Turgut","2025-12-10 22:16:34",0.13722,1,leventturgut
2422,14715307,ChunYi,"2026-01-09 15:49:10",0.13725,1,chunyitu72
2423,15061426,cerXXXX,"2026-01-06 12:45:11",0.13726,1,cerxxxx
2424,14805378,ntdb666,"2025-11-22 08:21:39",0.13728,7,ntdb666
2425,14946232,"Sai Anoop Gudipudi #2","2025-12-16 16:03:08",0.13736,1,saianoopgudipudi
2426,14664260,"Jianlong Huang","2025-12-10 05:20:04",0.13740,11,jianlonghuang
2427,15053088,luckyZe,"2026-01-04 11:11:29",0.13741,2,luckyze
2428,14834943,"Chris Justus","2025-11-26 13:31:34",0.13747,17,cjustus
2429,15016294,isaa.pain,"2025-12-23 20:26:19",0.13748,1,isaapain
2430,15033440,yu08042dai,"2025-12-29 00:58:36",0.13751,1,yu08042dai
2431,14882200,흰냥말도도,"2025-12-02 14:04:38",0.13751,1,gwgwlovelove
2432,14991432,"Pramudya Arya","2025-12-18 14:31:38",0.13752,2,sheillacantika
2433,14995965,"Yashika Chadda","2025-12-19 07:38:05",0.13753,1,yashikachadda
2434,15047633,"Attalah Dzahkwan","2026-01-02 18:00:40",0.13753,1,attalahdzahkwan
2435,15090340,"Sergei Redkin","2026-01-14 12:20:48",0.13754,3,sergeiredkin
2436,15074501,"ROSE JAMES666","2026-01-09 11:04:20",0.13755,1,rosejames666
2437,14677737,"Kayli Thompson","2025-11-23 21:18:59",0.13755,4,kaylithompson
2438,14955726,liungaxing,"2026-01-03 10:40:15",0.13756,2,liungaxing
2439,14617577,"David Pinto","2025-12-10 16:35:11",0.13757,28,davepinto1
2440,14813197,sasasa11270501,"2025-11-22 09:32:31",0.13757,1,sasasa11270501
2441,14853064,sasaki2025,"2025-11-28 06:03:17",0.13757,1,sasaki2025
2442,14894129,"Yuta8 Watanabe18","2025-12-05 01:49:01",0.13757,2,yuta8watanabe18
2443,14909960,"Natsumi Takahashi","2025-12-06 08:07:17",0.13757,1,natsumitakahashi
2444,14930861,taqsato,"2025-12-08 17:18:49",0.13757,1,taqsato
2445,14940639,中田　晶,"2025-12-11 08:14:25",0.13757,1,aki20251119
2446,14980852,"Ka U","2025-12-24 09:04:56",0.13757,3,kazukiusuda
2447,14294919,P011235813,"2026-01-07 12:55:57",0.13757,1,p011235813
2448,14663672,OSU-25-56853,"2025-11-17 05:32:09",0.13759,7,bastolaashish
2449,15011477,RDPhillipsJr,"2025-12-22 17:17:05",0.13761,1,rdphillipsjr
2450,14997051,paggle18,"2026-01-09 17:47:44",0.13762,5,paggle18
2451,15031353,"vasiliki bougioukli","2026-01-07 15:27:40",0.13762,1,vasilikibougioukli
2452,14861509,bakubakudangerous,"2025-12-26 05:17:30",0.13763,6,bakubakudangerous
2453,14084699,"Manel Benavides","2025-12-08 18:53:52",0.13764,6,manelbenavides
2454,14453077,"Felopatier Sayed","2025-12-22 18:54:12",0.13764,1,felopatiersayed
2455,14778097,aagvee,"2025-12-05 04:03:30",0.13766,1,aagvee
2456,14900397,"suiliang chen","2025-12-05 04:27:51",0.13766,1,suiliangchen
2457,14564229,"Nikita #22","2025-11-24 13:27:54",0.13768,1,nofancy
2458,15041035,piangji,"2025-12-31 06:32:24",0.13769,1,piangji
2459,15040163,Prateekvibhor14,"2025-12-30 20:05:27",0.13769,1,prateekvibhor14
2460,15074133,"Purva Salunkhe","2026-01-09 09:07:21",0.13769,1,purvasalunkhe
2461,10805161,"Hugo Hu","2025-12-24 13:30:12",0.13771,5,hugo2ctu
2462,14886098,"Hiroaki Muramatsu","2025-12-26 02:52:31",0.13774,9,hiroakimuramatsu
2463,14989264,chenchangchun,"2025-12-18 06:25:03",0.13778,1,chenchangchun
2464,15093016,"Sahil Vilas Mahadik ","2026-01-14 04:37:43",0.13779,1,sahilvilasmahadik
2465,14929926,etsuko,"2025-12-14 07:03:12",0.13780,6,etsukonaganawa
2466,14954051,"Lucia CastroMarin","2025-12-14 22:51:26",0.13780,5,luciacastromarin
2467,15077684,"Daniel Mayakov","2026-01-10 06:58:34",0.13780,1,danielmayakov
2468,14865062,"john Dora","2025-11-30 09:23:09",0.13782,1,johndora
2469,14901042,HUOLEII,"2026-01-03 08:02:27",0.13784,2,huoleii
2470,12009609,giovanni_pizza,"2025-11-27 10:53:24",0.13785,3,giovannipizza
2471,14976901,"[Deleted] 68a34774-0dc5-462c-b3b2-190263e76771","2025-12-16 08:13:06",0.13786,1,del=32f464b77adaa426
2472,14983584,USC20252010210844,"2025-12-17 07:55:32",0.13786,1,usc20252010210844
2473,14833901,"Ruben Sordo","2025-12-03 17:38:55",0.13786,1,rubensordo
2474,14132027,Shafiqahmed73,"2025-12-10 07:55:20",0.13788,1,shafiqahmed73
2475,14858556,Kayasmus,"2025-11-29 08:04:04",0.13789,4,kayasmus
2476,14887172,Dyh6666,"2025-12-04 11:29:06",0.13791,1,dyh6666
2477,14842594,RomanKopeychik,"2025-12-07 18:38:03",0.13794,1,romankopeychik
2478,14900796,"mln nlm","2025-12-05 07:08:09",0.13794,1,mlnnlmnm
2479,15011674,maksway,"2025-12-22 18:33:48",0.13795,1,maksway
2480,14901222,wander,"2025-12-12 07:56:09",0.13797,5,wanderworld123
2481,15044611,ziszim,"2026-01-06 13:23:58",0.13798,5,ziszim
2482,15087679,ggbond00,"2026-01-15 05:53:15",0.13802,6,ggbond00
2483,15014577,Ethandr,"2025-12-23 11:41:46",0.13802,1,ethandr
2484,15087473,"[Deleted] 26ee555d-8012-4879-8183-15c5e223c296","2026-01-12 20:41:47",0.13803,1,del=77670a6852775b12
2485,15087531,ptkaggle,"2026-01-12 20:52:07",0.13803,1,ptkkaggle
2486,14887331,zijia,"2025-12-05 14:07:42",0.13804,7,zijia121
2487,14783710,starsbit,"2025-12-15 11:57:15",0.13805,3,starsbit
2488,14446616,"Connor #7","2025-11-21 13:06:40",0.13806,21,connor0921
2489,14723528,Jiahao_Malloy_Chen,"2025-11-27 07:30:45",0.13808,14,jiahaomalloychen
2490,15025983,"Leonid Vysotskiy","2026-01-12 08:29:26",0.13813,5,leonidvysotskiy
2491,14755002,OSU-25-28072,"2025-11-18 02:19:13",0.13816,19,jichen018
2492,14761005,OSU-25-43150,"2025-11-17 00:31:15",0.13817,5,beaverspb
2493,14665781,"Kibos Ivy","2025-11-30 10:09:16",0.13820,4,kibosivy
2494,14966143,"Zhang Zibo56","2025-12-14 08:05:02",0.13820,10,zhangzibo56
2495,14991789,leogerast,"2025-12-25 11:07:24",0.13822,6,leogerast
2496,15081319,"Zhong Clarence","2026-01-12 03:40:36",0.13822,4,zhongclarence
2497,14933230,your_moms_house,"2025-12-09 21:59:21",0.13823,7,yourmomshouse
2498,14307073,KenItt,"2025-11-20 08:57:38",0.13829,17,kenitt
2499,14651052,"Brigham Ballard","2025-11-20 02:48:41",0.13829,1,brigdawg
2500,14908499,"Eric Cheung","2025-12-08 03:02:00",0.13830,1,ezzz777
2501,14889994,"QingQiu Han","2025-12-12 04:10:18",0.13833,1,qingqiuhan
2502,15055357,"Amit Roy #2","2026-01-04 23:50:00",0.13836,1,amitroyantu
2503,15056797,dong_bin210,"2026-01-05 11:19:01",0.13838,4,dongbin210
2504,14427123,cacel,"2025-11-22 06:57:08",0.13838,1,cacelx
2505,14882110,Kuj0828,"2025-12-02 14:00:18",0.13839,2,kuj0828
2506,15031142,"Aarya Bhansali","2026-01-01 09:05:43",0.13839,5,aaryabhansali02
2507,14894823,fql1573,"2025-12-04 08:04:23",0.13839,2,fql1573
2508,14888437,hnbui73,"2025-12-25 19:20:16",0.13840,23,hnbui73
2509,14887903,"Raiyana Rufaida","2025-12-29 09:59:10",0.13846,1,shes1r
2510,14914557,NovoManu,"2025-12-12 17:11:32",0.13848,1,novomanu
2511,14806337,"Noor Yassin","2025-11-24 01:01:23",0.13849,1,nooryassin8
2512,14868832,"Krzysztof Setlak","2025-12-07 14:51:45",0.13852,7,krzysztofsetlak
2513,14853013,Limgeunmin,"2025-11-28 08:55:24",0.13853,1,limgeunmin
2514,15050038,"Thabang Mphela","2026-01-08 03:30:11",0.13853,2,thabangmphela0401
2515,14852775,"kaiyue yue","2025-12-08 03:27:21",0.13855,1,kaiyueyue
2516,15018325,"Mohd Faiz","2025-12-24 11:41:55",0.13855,1,iamfaiz2216
2517,14812082,"Jo Schm0","2025-11-25 16:07:42",0.13855,23,joschm0
2518,14822542,oracle-Z,"2025-11-26 17:34:19",0.13858,17,oraclez
2519,14971844,"Samir Torakai","2025-12-15 20:00:54",0.13864,1,samirtorakai
2520,14599567,LTTan9,"2025-12-20 09:16:32",0.13865,14,lttan9
2521,15002756,"julien BREULEUX","2025-12-20 15:53:47",0.13866,1,julienbreuleux
2522,15040975,"Praveen Gowthaman","2025-12-31 09:07:04",0.13869,2,praveengowthaman
2523,14892850,yubaiyi123,"2025-12-04 02:58:20",0.13869,1,yubaiyi123
2524,15022906,hhys,"2025-12-25 15:34:52",0.13873,5,hhyssc
2525,14762205,katsuohuumi,"2025-11-21 01:36:17",0.13873,2,katsuohuumi
2526,14810823,"Joseph Cummings","2025-11-22 21:03:16",0.13877,1,josephcummings06
2527,14888665,轩辕名氏,"2025-12-04 12:00:37",0.13878,1,hhhzzzqqq
2528,15091670,"Divyesh Patel #3","2026-01-14 19:01:39",0.13878,3,divyesh1323
2529,14972642,Shoaib_rza_111,"2025-12-24 16:46:52",0.13886,1,shoaibrza111
2530,14923544,"Armend Shala","2025-12-14 21:41:58",0.13887,11,armendshala
2531,14711770,wangjiabo07,"2025-11-17 03:16:11",0.13887,2,wangjiabo07
2532,14723781,"Lars Liljestad","2026-01-08 09:50:12",0.13888,7,larsliljestad
2533,15048816,hussainalizahid,"2026-01-03 08:51:42",0.13889,3,hussainalizahid
2534,14691321,kino0027,"2025-12-07 08:08:11",0.13893,29,kino0027
2535,14900746,YuMiaoT,"2025-12-12 07:17:05",0.13896,1,yumiaot
2536,15048564,"Durga Nagaraju","2026-01-02 21:07:31",0.13896,4,durganagaraju
2537,14769072,SR+LM,"2025-12-10 13:40:07",0.13897,2,aaravjain1
2538,13714787,"friend from the otterside","2025-11-29 07:43:01",0.13898,4,tashafahira
2539,15080845,"haojian zhang","2026-01-13 03:04:05",0.13898,1,haojianzhang
2540,14900887,randonasone,"2025-12-12 06:51:42",0.13902,1,randonasone
2541,15024692,高山拓大,"2025-12-27 06:50:58",0.13902,3,takayamatakuto
2542,14931514,Ameyyy,"2025-12-13 09:13:50",0.13903,3,ameyvichave01
2543,7072229,"Super Daniel Shao","2026-01-04 07:09:07",0.13904,3,superdanielshao
2544,15069544,GalSlava,"2026-01-09 14:32:42",0.13907,4,galslava
2545,15069553,Scobik,"2026-01-08 15:05:39",0.13907,2,scobik
2546,14317788,"Takajosi Jamamoto","2026-01-01 06:10:01",0.13911,2,takajosijamamoto
2547,14807813,"Xuecheng Yuan","2025-11-21 13:15:18",0.13911,1,xuechengyuan
2548,14865028,"yoonhun oh","2025-12-02 13:03:10",0.13911,2,yoonhunoh
2549,14608219,yoonseoyoung,"2025-12-02 11:22:43",0.13912,5,yoonseoyoung00403
2550,14900771,"lll hxx","2025-12-05 06:43:25",0.13913,1,lllhxx
2551,14653096,LifePANDA,"2025-11-21 08:55:24",0.13918,3,lifepanda
2552,14820854,yuhang1,"2025-11-25 15:56:15",0.13919,4,yuhang1
2553,14713141,"Lakshay Goyal #2","2025-11-20 11:55:07",0.13922,5,shaylak
2554,14759847,"Gransard Hugues","2026-01-08 16:38:00",0.13923,6,gransardhugues
2555,14815736,"Ruslan #10","2025-12-19 18:32:51",0.13925,3,bulendula
2556,14888786,songmeijie,"2025-12-03 14:16:14",0.13926,1,songmeijie
2557,14993541,Moxieqt,"2025-12-18 20:37:06",0.13927,1,moxieqt
2558,15017353,"Piyush Joshi #2","2025-12-27 18:10:58",0.13930,2,meincode
2559,14897566,"Ryoma Kato","2025-12-08 08:15:46",0.13933,15,ryoumakatou
2560,14765839,Littlefrosh,"2025-11-19 12:44:06",0.13936,1,littlefrosh
2561,11335640,"Dhruv Dangwal","2025-12-24 05:24:33",0.13936,11,dhruvdangwal
2562,15052872,isamimasi,"2026-01-04 06:19:31",0.13940,6,isamimasi
2563,15008779,"Andreia Kong","2025-12-22 07:06:07",0.13941,1,andreiakong
2564,15074463,Dantar745,"2026-01-12 14:34:58",0.13944,14,dantar745
2565,14722622,josepheeee,"2025-11-19 01:27:22",0.13945,1,josepheeee
2566,15022782,rayd,"2025-12-25 14:59:37",0.13947,10,ray1234dc
2567,13925237,"Aditya Kumar Singh #6","2025-11-27 16:04:16",0.13947,2,adityakumarsingh135
2568,13963212,"Oleksii Zatulii","2025-12-18 15:46:03",0.13947,2,oleksiizatulii
2569,15001463,"Baptiste Horn","2025-12-20 14:19:14",0.13948,1,baphorn
2570,14960980,AnJanghyuk,"2025-12-13 05:06:03",0.13949,1,janghyuk02
2571,15069881,SAMARTHAGRAWAL2708,"2026-01-09 16:46:21",0.13949,5,samarthagrawal2708
2572,15048300,wkkfhg,"2026-01-02 15:35:57",0.13950,2,wkkfhg
2573,14670739,"Rex Linder","2025-11-23 20:58:53",0.13953,6,rexlinder
2574,14866469,zyhandy,"2025-12-07 07:49:14",0.13954,5,zyhandy
2575,14935608,SHEN_SAMA,"2025-12-09 09:32:32",0.13955,3,shensama
2576,15002004,"vaishnavi walekar","2026-01-13 10:50:42",0.13957,1,vivi9124
2577,15034688,Fasikafaf,"2025-12-29 11:49:30",0.13959,5,fasikafaf
2578,14654860,dfsfss,"2025-11-22 10:00:10",0.13962,2,dfsfss
2579,15065530,Awfuji,"2026-01-07 14:12:45",0.13964,5,awfuji
2580,15062414,"Ankit Pokhrel","2026-01-06 17:52:56",0.13964,3,ankitpokhrel
2581,15032135,hiromytwoabiz,"2026-01-09 08:20:09",0.13965,4,hiromytwoabiz
2582,14842140,是冰薰樱鸭,"2025-11-26 12:51:27",0.13966,3,icysherry
2583,15048891,"Daniil F","2026-01-05 17:17:45",0.13967,7,daniilf
2584,14980423,"hibat abdulroof","2025-12-31 07:04:48",0.13968,1,hibatabdulroof
2585,14976729,YMY12345,"2025-12-16 08:51:44",0.13968,1,ymy12345
2586,15058589,"Khuwaja Faryab","2026-01-05 17:05:10",0.13969,1,khuwajafaryab
2587,15001704,Danilis,"2025-12-21 13:23:09",0.13971,2,danilis
2588,14860106,"xinchen wu","2025-12-01 11:22:21",0.13972,3,xinchenwu
2589,15004506,"Nandita Gandhi","2025-12-25 10:09:40",0.13973,1,nanditagandhi
2590,14966444,kobe_huang_0919,"2025-12-15 00:59:33",0.13974,1,kobehuang0919
2591,14697326,"Henry Christian","2025-12-12 09:27:39",0.13980,3,henrychristian7555
2592,9940937,Emmaluck,"2026-01-07 08:08:26",0.13981,1,emmaluck
2593,14836170,"Joe Pocono","2025-11-25 17:27:45",0.13981,3,joepocono
2594,14716761,OSU-25-63926,"2025-11-18 05:32:33",0.13983,20,cookiejose
2595,13708227,CloudyRain07,"2026-01-04 07:57:35",0.13983,2,cloudyrain07
2596,14677987,"Asmita Bhandari","2025-11-24 03:54:33",0.13984,2,asmitabh
2597,14999983,"Helen Qian","2025-12-28 21:48:09",0.13985,1,helenqian
2598,15095890,"Emrah Gökpınar","2026-01-14 16:29:20",0.13987,1,egkpnr
2599,14760378,OSU-25-53681,"2025-11-16 21:51:09",0.13990,4,katherinebronstein
2600,15015064,"Ton Huynh Chi","2025-12-24 04:19:32",0.13992,12,tonhuynhchi
2601,14966062,"Mohit Chouhan #2","2025-12-17 08:19:15",0.13993,1,ajkraksh24
2602,14859573,huangjie,"2025-12-03 05:31:06",0.13995,2,jie0826
2603,14779111,whari42,"2025-11-20 01:50:33",0.13997,1,whari42
2604,15047617,"Gleb Izotov","2026-01-03 12:34:05",0.13999,2,glebiizotov
2605,14633634,SonaliSV,"2025-12-16 23:44:26",0.13999,5,sonalisv
2606,15049911,"Abdelrahman_Tarek ","2026-01-05 05:40:39",0.13999,1,abdelrahmantarekstd
2607,14761383,OSU-25-10489,"2025-11-18 04:39:08",0.14001,18,ja24osu
2608,14579586,"Rakshith Ah","2025-11-22 11:16:49",0.14004,2,rakshithahhhhh
2609,14444912,"Moh for learning","2026-01-14 09:17:05",0.14007,46,mohnotif
2610,15012598,luansongyu,"2025-12-25 06:52:11",0.14007,1,luansongyu
2611,14978410,"Taron Seynyan","2025-12-18 09:49:20",0.14008,3,taronseynyan
2612,14990299,"Taron Seynyan #2","2025-12-18 09:57:49",0.14008,1,taronsey
2613,14961499,k2ramen,"2025-12-15 04:43:24",0.14016,1,k2ramen
2614,15025153,faiz33,"2025-12-26 15:05:23",0.14018,1,faiz33
2615,13117952,"[HSE LYC] andrew_chist","2025-11-18 21:56:24",0.14019,5,andrewchist
2616,15094114,"Tyren Tong","2026-01-15 08:25:46",0.14021,4,tyrentong
2617,12172692,"Khajana kumar","2025-12-24 20:55:36",0.14023,2,khajanakumar
2618,14937956,"Edger Chomsky","2026-01-03 15:43:39",0.14025,1,edgerchomsky
2619,14717678,"Nils Wiggers","2025-12-04 21:04:04",0.14028,2,nilswiggers
2620,14896619,lajiaoyou0000,"2025-12-04 12:52:38",0.14029,1,lajiaoyou0000
2621,15024771,帷斯特幕幕,"2025-12-26 07:51:22",0.14033,1,weimu171
2622,11567326,RafalPL,"2026-01-13 17:21:59",0.14035,11,rafalpl
2623,15019609,"alexander bonilla","2026-01-04 21:14:53",0.14036,14,alexanderbonilla
2624,15069532,"Lev Taranov","2026-01-08 13:49:33",0.14037,5,levtaranov
2625,14927354,quanxuecoding,"2025-12-08 08:39:56",0.14044,1,quanxuecoding
2626,14862939,"Ridge Squad Math444","2025-12-05 23:28:35",0.14049,6,"cristianhu21,earthboy1394921,gradylewis,owendouphner"
2627,14820681,黄浩宇,"2025-11-23 15:21:56",0.14053,3,qwefgsd
2628,14805286,greenflame41,"2025-11-21 09:35:17",0.14062,1,greenflame41
2629,14828750,tsurapi,"2025-11-24 15:34:24",0.14063,2,tsurapi
2630,15063367,"Tisha Keller","2026-01-14 22:34:15",0.14069,17,tishakeller
2631,15079602,FuBlueSky,"2026-01-10 17:07:28",0.14077,1,fubluesky
2632,14982666,nameno156,"2025-12-17 06:45:48",0.14079,4,nameno156
2633,14996695,"Raunak Sahay","2025-12-19 10:20:30",0.14082,4,raunaksahay
2634,14961455,ZhaoZeHua,"2025-12-13 07:12:19",0.14082,1,zhaozehua
2635,14812686,"Yuyong Kim","2025-11-23 13:30:27",0.14085,1,yuyongkim
2636,8868005,Agkr2022,"2025-12-27 23:17:54",0.14085,1,agkr2022
2637,14801480,"Amjad Bakro","2025-11-25 10:01:45",0.14089,5,amjadbakro
2638,14823091,"Jesus Katutadai","2025-11-24 12:13:33",0.14089,1,jesuskatutadai
2639,14956513,"Dheeraj Wankhade","2025-12-13 12:26:41",0.14089,1,dheerajwankhade
2640,15027543,TCJIASHU,"2025-12-27 10:13:21",0.14090,5,tcjiashu
2641,14900600,"Alberto Sandoval","2025-12-07 10:24:58",0.14093,10,albertodsandoval1
2642,14893781,"Alberto Rubalcava","2025-12-07 10:29:43",0.14093,1,albertorubalcava
2643,15044906,"tsien chad","2026-01-03 14:33:56",0.14099,8,tsienchad
2644,15034803,"Muhammad Hassan Shahid","2026-01-05 16:06:10",0.14100,2,mrhinmo
2645,15068051,kkgg-qq,"2026-01-08 08:17:31",0.14100,3,kkggqq
2646,14428108,"Yi-Han,Haung","2025-11-27 08:47:31",0.14100,19,yihanhaung
2647,14314705,"Роман Эйвазов","2025-11-19 02:17:56",0.14100,3,romaneyvazov
2648,14772383,Keith_Aenggi_Wang,"2025-11-19 04:21:33",0.14102,1,keithaenggiwang
2649,14705136,hardikjainiitg,"2025-11-26 10:49:42",0.14103,3,hardikjainiitg
2650,14788938,"YouthFul Su","2025-11-22 08:14:34",0.14104,9,youthfulsu
2651,15008883,"Dorian #2","2025-12-25 06:37:53",0.14110,7,tsl112358
2652,14896644,CodeWMartin,"2025-12-11 13:39:59",0.14110,1,codewmartin
2653,14965549,"neng yan","2025-12-14 06:17:15",0.14111,1,nengyan
2654,14934727,"Joey-Yee Wong","2025-12-31 03:45:51",0.14112,2,joeyyeewong
2655,15021867,"Mukund Rakholiya","2026-01-01 15:15:58",0.14114,4,mukundrakholiya28
2656,14712106,Liuchao051,"2025-12-18 00:57:32",0.14115,13,liuchao051
2657,15098194,nicholas-ali,"2026-01-15 02:40:49",0.14115,1,nnicholasali
2658,14713129,"Hannah Ariza","2025-11-21 13:37:40",0.14118,17,hannahariza
2659,14902892,Rugved03,"2025-12-05 16:03:06",0.14118,3,rugved03
2660,15016713,"Даниил Подпруженко","2025-12-24 01:21:24",0.14118,1,dpodpr
2661,14403429,SMBUmaliujia,"2025-11-19 19:31:15",0.14119,4,smbumaliujia
2662,14715508,ajinkya.bendre22,"2025-11-18 06:20:18",0.14121,2,ajinkyabendre22
2663,15020775,TSU-OTSU,"2025-12-25 03:30:29",0.14125,1,tsuotsu
2664,13398149,Saurabhtanwer,"2026-01-09 10:45:18",0.14127,2,mrsaurabhtanwer
2665,14730187,riveraea,"2025-11-20 01:22:39",0.14133,1,riveraea
2666,15081756,"Aaditya Patil #2","2026-01-14 19:24:49",0.14133,1,ad1tyaap
2667,14657183,OSU-25-87221,"2025-11-17 23:23:04",0.14134,1,jeremyprater
2668,14833687,"Aditya Borhade01","2025-11-25 12:03:26",0.14139,1,adityaborhade01
2669,14504727,"ML Real Estate","2025-11-18 00:44:21",0.14139,3,"connorwaite15,jadondespain"
2670,15062242,AGmyterco,"2026-01-11 01:58:14",0.14143,5,agmyterco
2671,12876505,"Bore Gao","2025-11-23 20:39:00",0.14145,1,boregao
2672,14741409,AnujD1122,"2025-11-17 16:49:33",0.14149,1,anujd1122
2673,15046555,"Auliya Rahmah Basallamah","2026-01-02 09:31:07",0.14150,1,auliyarahmah
2674,14852611,"Jiatong Yan","2025-11-28 09:17:54",0.14155,2,jiatyan
2675,10933599,Mally_cj,"2026-01-14 03:46:29",0.14159,4,mallycj
2676,15081900,"Feifan Liu","2026-01-11 13:21:20",0.14159,5,feifanliunu
2677,14766500,"JEONGSOO SHIN","2025-11-18 05:17:24",0.14159,1,jeongsooshin
2678,15013556,KeigoK,"2026-01-01 10:03:09",0.14162,4,keigok12
2679,15013715,meinvss,"2025-12-25 13:45:33",0.14162,8,meinvss
2680,14878233,"Jacob Murphy","2025-12-01 21:34:21",0.14164,1,jacobmurphy14
2681,14763781,"Saipriya Sheela","2025-11-17 07:12:05",0.14168,2,saipriyasheela
2682,14920266,seven56177732,"2025-12-11 05:23:28",0.14180,2,seven56177732
2683,15033705,neb_b,"2025-12-29 16:10:54",0.14180,1,nebbbbbbb
2684,15034154,M1431937陳昱蓁,"2026-01-04 15:49:01",0.14182,1,m1431937
2685,15040999,cheesy101,"2026-01-01 10:33:47",0.14183,1,cheesy101
2686,14981504,znzou47,"2025-12-17 02:11:58",0.14185,1,znzou47
2687,14789028,Yuqianzz,"2025-11-23 11:36:20",0.14186,6,yuqianzz
2688,15004624,YiliaQ,"2025-12-24 15:31:03",0.14189,3,yiliaq
2689,14875009,"Madhu Sudhan #2","2025-12-02 06:57:22",0.14189,3,madhusudhan5507
2690,14817393,EasyMoneySniperDD,"2025-11-27 15:13:33",0.14190,1,easymoneysniperdd
2691,14649313,"Andrew Xu #2","2025-12-05 02:44:47",0.14191,5,andrewxu4321
2692,14876320,dusino,"2025-12-01 16:49:21",0.14192,3,dusino
2693,14982004,fengguodong8,"2025-12-17 04:26:09",0.14194,1,fengguodong8
2694,15015612,Vinaykumargoyal2008,"2025-12-23 17:20:35",0.14198,5,vinaykumargoyal2008
2695,14899566,"spacing mew","2025-12-05 07:47:15",0.14202,1,spacingmew
2696,14891333,"Christ Zhang","2025-12-04 08:53:11",0.14205,4,christzhang
2697,14993623,"[Deleted] c09f7343-37d1-4863-b3fc-bb0a4684711d","2025-12-18 20:27:51",0.14205,1,del=20248989863c2349
2698,14290351,Vladyslav_ML,"2026-01-15 00:42:16",0.14205,91,vladyslavml
2699,15073753,MairichG,"2026-01-09 08:29:57",0.14206,4,mairichg
2700,14991650,"parsa pournoury","2025-12-20 08:40:43",0.14206,2,parsapournoury
2701,14979243,"Chenkang Xu","2025-12-17 16:42:08",0.14208,1,chenkangxu
2702,15088180,"Ishigaki Yuya","2026-01-13 04:00:16",0.14210,2,ishigakiyuya
2703,15099522,Drook,"2026-01-15 08:18:22",0.14210,1,dujingquan
2704,14865651,Mengzezz,"2025-12-02 14:17:58",0.14211,1,mengzezz
2705,14826632,xianhaotian,"2025-11-25 04:17:03",0.14217,3,xianhaotian
2706,14819022,"bastian natanaels","2025-11-23 11:18:42",0.14217,1,bastiannatanaels
2707,15040857,jyfxdd,"2025-12-31 05:01:27",0.14218,1,jyfxdd
2708,14925239,lpp020113,"2025-12-08 05:34:31",0.14220,2,lpp020113
2709,14887216,"Josu Art","2026-01-13 12:47:04",0.14223,4,josuart
2710,14872587,"TK DevWorks","2025-12-01 08:20:59",0.14224,1,tkdevworks
2711,15077184,kohaku528,"2026-01-10 02:24:16",0.14226,1,kohaku528
2712,14837189,chuscigales,"2025-12-07 20:32:34",0.14227,2,chuscigales
2713,15078677,"камилла фаррахова","2026-01-10 13:00:41",0.14227,2,kamillka123456
2714,14633327,"Pat Talley","2025-12-08 16:11:52",0.14229,22,pattalley
2715,14914531,"Konstantin Smirnov","2025-12-21 09:44:38",0.14229,5,konstantinsmirnovdev
2716,14427441,cjhbfys,"2025-11-19 00:35:07",0.14229,1,cjhbfys
2717,14989551,"Deniz Arda Örnek","2025-12-19 11:27:50",0.14229,1,denizardarnek
2718,14966884,chenyvfei,"2025-12-15 06:36:08",0.14230,2,chenyvfei
2719,14772650,cccmxxx,"2025-11-19 03:58:52",0.14230,2,cccmxxx
2720,14893315,"dua nguyenvan","2025-12-04 10:23:12",0.14232,1,duanguyenvan
2721,15013722,"Tekash Mrd","2025-12-23 11:01:27",0.14232,1,tekashmrd
2722,14711682,Lyiyin,"2025-12-19 19:34:10",0.14234,4,lyiyin
2723,14881621,noeasyday,"2025-12-16 15:48:13",0.14238,9,noeasyday
2724,14983855,guoyie,"2025-12-17 08:42:35",0.14243,1,guoyie
2725,14761849,OSU-2025-19679,"2025-11-18 07:53:03",0.14244,10,chansen12
2726,15054937,"Md. Mamun Al Hasan","2026-01-12 14:54:23",0.14248,1,mdmamunalhasan01
2727,14729156,ShoakXu,"2025-11-16 22:25:13",0.14250,7,shoakxu
2728,14845619,神谷　友紀,"2025-12-30 03:44:51",0.14254,3,yuki2path21journey
2729,14898683,"Abderraouf Hachani","2025-12-04 19:43:50",0.14263,1,abderraoufhachani
2730,14962414,"Andy Wu #2","2025-12-15 16:37:42",0.14264,1,andyywuu
2731,15001854,"Thisum D. Samarasinghe","2025-12-27 10:50:34",0.14265,1,thisumdsamarasinghe
2732,15065282,"Shiyan Jiang","2026-01-07 13:29:59",0.14267,1,flyingcitroen
2733,14710249,"Trevor Sheehy","2025-11-24 06:04:19",0.14270,2,trevorsheehy
2734,15085745,mkn392,"2026-01-12 11:25:27",0.14279,2,mkn392
2735,15070893,"Dream YU","2026-01-10 16:31:56",0.14285,2,dream3244
